stimulus_id,stimulus_name,language,screen_id,global_sent_index,text
9,Lit_BrokenApril,sv,7,191,Det enda vi faktiskt kan säga dig är att du verkligen har haft tur!
9,Lit_BrokenApril,sv,7,192,«
9,Lit_BrokenApril,sv,8,193,Hon var verkligen lycklig.
9,Lit_BrokenApril,sv,8,194,"I deras delvis mondäna, delvis konstnärliga umgängeskrets i Tirana hade det dagarna före bröllopet bara pratats om den förestående bröllopsresan."
9,Lit_BrokenApril,sv,8,195,Väninnorna var avundsjuka och sa till henne:
9,Lit_BrokenApril,sv,8,196,"»Du kommer att lämna verkligheten och vistas i sagornas värld, rättare sagt i hjältedådens universum som är så sällsynt att se ett levande exempel på nuförtiden."
9,Lit_BrokenApril,sv,8,197,«
9,Lit_BrokenApril,sv,9,198,"Sedan började man tala om feer och oreader, rapsoder, de sista homeriska sångerna och om Kanun, förfärlig men så majestätisk."
9,Lit_BrokenApril,sv,9,199,"Andra skrattade åt detta förhärligande och uttryckte försiktigt sin misstro, vilken främst rörde trivselfrågor för det handlade ju om en bröllopsresa vilket kräver vissa bekvämligheter, men i alperna var det fortfarande kallt och sagotornen var byggda av sten."
9,Lit_BrokenApril,sv,10,200,Däremot var det bara ett fåtal som lyssnade på alla uttalanden med road min som uttryckte:
9,Lit_BrokenApril,sv,10,201,"»Åk ni, åk upp i norr bland oreaderna, det kommer att göra er gott båda två, särskilt Bessian."
9,Lit_BrokenApril,sv,10,202,«
10,Arg_PISACowsMilk,sv,1,203,Komjölk
10,Arg_PISACowsMilk,sv,1,204,Introduktion
10,Arg_PISACowsMilk,sv,1,205,"På vissa håll, t.ex. i USA, är det vanligt att dricka mjölk."
10,Arg_PISACowsMilk,sv,1,206,"Tänk dig att tre elever, Anna, Christopher och Sam, sitter på ett café i USA."
10,Arg_PISACowsMilk,sv,1,207,"I skyltfönstret har ägaren precis satt upp en skylt som säger ""Efter den 5 april serverar vi inte längre komjölk."
10,Arg_PISACowsMilk,sv,1,208,I stället erbjuder vi en sojabaserad ersättning.
10,Arg_PISACowsMilk,sv,1,209,”
10,Arg_PISACowsMilk,sv,1,210,"Anna, Christopher och Sam undrar varför cafét skulle sluta att servera komjölk, så Anna gör en internetsökning om ”komjölk” på sin mobil."
10,Arg_PISACowsMilk,sv,1,211,De tittar på det första resultatet och diskuterar det.
10,Arg_PISACowsMilk,sv,2,212,www.gardsmejeriet.se
10,Arg_PISACowsMilk,sv,2,213,GÅRDSMEJERIET
10,Arg_PISACowsMilk,sv,2,214,Näringsvärdet i mjölk:
10,Arg_PISACowsMilk,sv,2,215,Hur nyttigt som helst!
10,Arg_PISACowsMilk,sv,3,216,"Gårdsmejeriets mjölkprodukter innehåller viktiga näringsämnen, som kalcium, protein, vitamin D, vitamin B12, riboflavin och kalium."
10,Arg_PISACowsMilk,sv,3,217,Dessa vitaminer och mineraler gör Gårdsmejeriets mjölkprodukter till en viktig del av en sund kosthållning.
10,Arg_PISACowsMilk,sv,3,218,Att äta och dricka Gårdsmejeriets mjölkprodukter varje dag är ett bra sätt att få i sig de vitaminer och mineraler som kroppen behöver.
10,Arg_PISACowsMilk,sv,4,219,Gårdsmejeriets mjölkprodukter ger ökad viktminskning och bidrar till att hålla en hälsosam vikt.
10,Arg_PISACowsMilk,sv,4,220,Mjölk ökar benstyrkan och bentätheten.
10,Arg_PISACowsMilk,sv,4,221,Mjölk ger till och med bättre hjärt- och kärlhälsa och hjälper till att förebygga cancer.
10,Arg_PISACowsMilk,sv,4,222,"Ett glas mjölk är fyllt av vitaminer och mineraler, som gör stor nytta i kroppen."
10,Arg_PISACowsMilk,sv,5,223,"Enligt Bill Sears, läkare och docent vid University of California i Irvine, är mjölk ett praktiskt allt-i-ett-livsmedel med många viktiga näringsämnen."
10,Arg_PISACowsMilk,sv,5,224,Den internationella mejerivaruorganisationen IDFA (The International Dairy Foods Association) håller med om detta och menar att många ledande personer och organisationer inom hälso- och sjukvården också delar denna uppfattning.
10,Arg_PISACowsMilk,sv,6,225,Mjölk innehåller en hel uppsättning med nio livsnödvändiga näringsämnen.
10,Arg_PISACowsMilk,sv,6,226,"Mjölk är en utmärkt källa till kalcium och vitamin D och dessutom en bra källa till vitamin A, protein och kalium."
10,Arg_PISACowsMilk,sv,6,227,Mejeriprodukter rekommenderas av läkare.
10,Arg_PISACowsMilk,sv,6,228,Mejeriprodukternas roll i en sund kosthållning har länge varit känd inom näringsläran och forskarvärlden.
10,Arg_PISACowsMilk,sv,6,229,"Här ingår bl.a. USA:s nationella stiftelse mot benskörhet, folkhälsoministern, nationella folkhälsomyndigheten, den amerikanska läkarorganisationens vetenskapsråd och många andra ledande hälsoorganisationer."
10,Arg_PISACowsMilk,sv,6,230,"International Dairy Foods Association, den 27 september 2007"
10,Arg_PISACowsMilk,sv,7,231,"Anna, Christopher och Sam pratar om caféägarens beslut att sluta sälja komjölk."
10,Arg_PISACowsMilk,sv,7,232,–
10,Arg_PISACowsMilk,sv,7,233,"""Kanske komjölk börjar bli för dyrt"", säger Sam."
10,Arg_PISACowsMilk,sv,7,234,Christopher tittar på sin mobil och säger:
10,Arg_PISACowsMilk,sv,7,235,–
10,Arg_PISACowsMilk,sv,7,236,Kanske
10,Arg_PISACowsMilk,sv,7,237,", men jag har också gjort en sökning om komjölk på Internet."
10,Arg_PISACowsMilk,sv,7,238,Jag sms:ar er en länk till en nyare artikel som kanske kan förklara saken.
10,Arg_PISACowsMilk,sv,7,239,Anna och Sam öppnar länken som Christopher skickade och läser artikeln ”
10,Arg_PISACowsMilk,sv,7,240,Säg nej till komjölk!
10,Arg_PISACowsMilk,sv,7,241,”
10,Arg_PISACowsMilk,sv,8,242,www.halsoaktuellt.se/mjolk
10,Arg_PISACowsMilk,sv,8,243,HÄLSOAKTUELLT
10,Arg_PISACowsMilk,sv,8,244,SÄG NEJ TILL KOMJÖLK!
10,Arg_PISACowsMilk,sv,8,245,"av dr R.Garza, hälsoreporter"
10,Arg_PISACowsMilk,sv,9,246,I USA spelar komjölk en stor roll i många människors liv.
10,Arg_PISACowsMilk,sv,9,247,Bebisar dricker mjölk ur nappflaskan.
10,Arg_PISACowsMilk,sv,9,248,Barn äter flingor som badar i mjölk.
10,Arg_PISACowsMilk,sv,9,249,Även vuxna uppskattar ett glas kall mjölk då och då.
10,Arg_PISACowsMilk,sv,9,250,"Ja, komjölk utgör en mycket stor del av människans kost på många håll i världen."
10,Arg_PISACowsMilk,sv,9,251,Men det finns mer och mer forskning som antyder att mjölken kanske inte ”gör så gott” som det sägs i en populär amerikansk reklamslogan.
10,Arg_PISACowsMilk,sv,10,252,"Det amerikanska jordbruksdepartementet och de amerikanska organisationerna American Dairy Council, Dairy Management och andra organisationer har i många år gjort omfattande propaganda för mjölk."
10,Arg_PISACowsMilk,sv,10,253,De uppmanar vuxna att dricka minst tre glas mjölk om dagen.
10,Arg_PISACowsMilk,sv,10,254,I flera studier de senaste tio åren har man dock ifrågasatt mjölkens skelettstärkande effekt och likaså andra påståenden om mjölkens hälsonytta.
10,Arg_PISACowsMilk,sv,10,255,Resultaten kan komma att förvåna er.
10,Arg_PISACowsMilk,sv,11,256,En av de senaste och viktigaste studierna om mjölkdrickandets effekter publicerades i oktober 2014 i den medicinska tidskriften British Medical Journal.
10,Arg_PISACowsMilk,sv,11,257,Det man kom fram till i studien ledde till kraftfullt formulerade påståenden om mjölkkonsumtion.
10,Arg_PISACowsMilk,sv,11,258,I studien följde man mer än 100 000 personer i Sverige under perioder på 20-30 år.
10,Arg_PISACowsMilk,sv,11,259,Forskarna fann att kvinnor som drack mjölk i högre grad drabbades av skelettfrakturer.
10,Arg_PISACowsMilk,sv,11,260,Dessutom var risken för hjärtsjukdomar och cancer större bland både män och kvinnor som drack mjölk.
10,Arg_PISACowsMilk,sv,11,261,Dessa häpnadsväckande resultat överensstämmer med resultaten i andra studier.
10,Arg_PISACowsMilk,sv,12,262,Den amerikanska läkarorganisationen för ansvarsfull sjukvård PCRM (Physicians Committee for Responsible Medicine) har uttalat sig om vissa hälsoproblem kopplade till mjölkkonsumtion.
10,Arg_PISACowsMilk,sv,12,263,Den hävdar att
10,Arg_PISACowsMilk,sv,12,264,mjölk och mejeriprodukter bara ”gör liten eller ingen nytta för skelettet”.
10,Arg_PISACowsMilk,sv,12,265,PCRM beskriver dessutom några specifika problem i samband med mjölk:
10,Arg_PISACowsMilk,sv,12,266,"”Proteiner i mjölk, mjölksocker, fett och mättat fett i mejeriprodukter utgör en hälsorisk för barn och bidrar till utveckling av fetma, diabetes och hjärtsjukdomar."
10,Arg_PISACowsMilk,sv,12,267,”
10,Arg_PISACowsMilk,sv,13,268,"Detta är allvarliga påståenden, och det krävs fler studier för att bekräfta resultaten."
10,Arg_PISACowsMilk,sv,13,269,Det finns dock alltmer som tyder på att komjölk skulle kunna vara mindre hälsosamt än man tidigare trott.
10,Arg_PISACowsMilk,sv,13,270,"Om dessa påståenden blir till obestridliga fakta, kan det vara dags att säga nej till komjölk."
11,Arg_PISARapaNui,sv,1,271,Rapa Nui
11,Arg_PISARapaNui,sv,1,272,Introduktion
11,Arg_PISARapaNui,sv,1,273,Tänk dig att det lokala biblioteket anordnar en föreläsning nästa vecka.
11,Arg_PISARapaNui,sv,1,274,Föreläsningen hålls av en professor från ett närliggande universitet.
11,Arg_PISARapaNui,sv,1,275,Hon ska tala om sitt fältarbete på ön
11,Arg_PISARapaNui,sv,1,276,Rapa
11,Arg_PISARapaNui,sv,1,277,"Nui i Stilla havet, mer än 320 mil väster om Chile."
11,Arg_PISARapaNui,sv,2,278,Din historieklass ska gå på föreläsningen.
11,Arg_PISARapaNui,sv,2,279,Din lärare ber er läsa om
11,Arg_PISARapaNui,sv,2,280,Rapa
11,Arg_PISARapaNui,sv,2,281,"Nuis historia, så att ni vet en del om den innan ni går på föreläsningen."
11,Arg_PISARapaNui,sv,2,282,Den första texten du ska läsa är ett blogginlägg som professorn skrev när hon bodde på Rapa Nui.
11,Arg_PISARapaNui,sv,3,283,www.professornsblogg.se/faltarbete/RapaNui
11,Arg_PISARapaNui,sv,3,284,Professorns blogg
11,Arg_PISARapaNui,sv,3,285,Publicerad 23 maj kl. 11.22
11,Arg_PISARapaNui,sv,4,286,"När jag tittar ut genom fönstret idag ser jag det landskap som jag har kommit att älska här på Rapa Nui, som på vissa håll kallas Påskön."
11,Arg_PISARapaNui,sv,4,287,"Gräset och buskarna är gröna, himlen är blå, och de gamla utslocknade vulkanerna reser sig i bakgrunden."
11,Arg_PISARapaNui,sv,5,288,Det känns lite ledsamt eftersom det här är min sista vecka på ön.
11,Arg_PISARapaNui,sv,5,289,Jag är klar med mitt fältarbete och ska åka hem igen.
11,Arg_PISARapaNui,sv,5,290,Senare idag ska jag ta en promenad bland kullarna och säga adjö till de moai som jag har studerat de senaste nio månaderna.
11,Arg_PISARapaNui,sv,5,291,Här är en bild på några av dessa väldiga statyer.
11,Arg_PISARapaNui,sv,6,292,Om du har följ min blogg under året vet du att befolkningen på Rapa Nui högg ut dessa moai för hundratals år sedan.
11,Arg_PISARapaNui,sv,6,293,Dessa imponerande moai höggs ut i ett enda stenbrott på den östra delen av ön.
11,Arg_PISARapaNui,sv,6,294,"En del vägde tusentals kilo, men folket på Rapa Nui lyckades flytta dem till platser långtifrån stenbrottet utan kranar eller tung utrustning."
11,Arg_PISARapaNui,sv,7,295,I många år kände arkeologerna inte till hur de väldiga statyerna flyttades.
11,Arg_PISARapaNui,sv,7,296,"Det var en gåta ända fram till 1990-talet, då ett team av arkeologer och invånare på Rapa Nui kunde visa att man hade kunnat flytta och räta upp moaistatyerna med hjälp av rep gjorda av växter, trästockar och ramper gjorda av de stora träd som det förr i tiden fanns många av på ön."
11,Arg_PISARapaNui,sv,7,297,Moaigåtan var löst.
11,Arg_PISARapaNui,sv,8,298,Men en annan gåta återstod att förklara.
11,Arg_PISARapaNui,sv,8,299,Vad hände med de växter och stora träd som användes för att flytta moaistatyerna?
11,Arg_PISARapaNui,sv,8,300,Som sagt.
11,Arg_PISARapaNui,sv,8,301,"när jag tittar ut genom fönstret ser jag gräs och buskar och ett par små träd, men inget som hade kunnat användas för att flytta dessa enorma statyer."
11,Arg_PISARapaNui,sv,8,302,Det är ett fascinerande mysterium som jag ska berätta om i mina inlägg och föreläsningar framöver.
11,Arg_PISARapaNui,sv,8,303,Fram till dess kanske du själv vill reda ut gåtan.
11,Arg_PISARapaNui,sv,8,304,Mitt råd är att börja med boken Undergång av Jared Diamond.
11,Arg_PISARapaNui,sv,8,305,Den här recensionen av Undergång är en bra start.
11,Arg_PISARapaNui,sv,9,306,"Resenären_14 24 maj, kl. 16:31"
11,Arg_PISARapaNui,sv,9,307,”
11,Arg_PISARapaNui,sv,9,308,Hej!
11,Arg_PISARapaNui,sv,9,309,Det är jättespännande att följa ditt arbete på Påskön.
11,Arg_PISARapaNui,sv,9,310,Jag är verkligen sugen på att läsa Undergång!
11,Arg_PISARapaNui,sv,9,311,”
11,Arg_PISARapaNui,sv,9,312,KB_ön 25 maj kl. 9:07
11,Arg_PISARapaNui,sv,9,313,”
11,Arg_PISARapaNui,sv,9,314,"Jag tycker också om att läsa om dina erfarenheter på Påskön, men jag tror att det finns en annan teori som man bör ta hänsyn till."
11,Arg_PISARapaNui,sv,9,315,Läs den här artikeln:
11,Arg_PISARapaNui,sv,9,316,www.vetenskapsnytt.com/Polynesiska_rattor_Rapa_Nui”
11,Arg_PISARapaNui,sv,10,317,www.akademiskabokrecensionen.se/Undergang
11,Arg_PISARapaNui,sv,10,318,Recension av Undergång
11,Arg_PISARapaNui,sv,11,319,"Jared Diamonds nya bok, Undergång, varnar tydligt för miljöförstöringens konsekvenser."
11,Arg_PISARapaNui,sv,11,320,I boken beskriver författaren flera civilisationer som gick under på grund av de val man gjorde och hur dessa val påverkade miljön.
11,Arg_PISARapaNui,sv,11,321,Ett av de mest oroväckande exemplen i boken är Rapa Nui.
11,Arg_PISARapaNui,sv,12,322,Enligt författaren bosatte sig polynesier på Rapa Nui någon gång efter år 700 e.Kr.
11,Arg_PISARapaNui,sv,12,323,De utvecklade ett blomstrade samhälle med ungefär 15 000 invånare.
11,Arg_PISARapaNui,sv,12,324,"De högg ut moai, de berömda statyerna, och använde de naturresurser som fanns för att flytta dessa enorma moai till olika platser på ön."
11,Arg_PISARapaNui,sv,12,325,När de första européerna gick i land på Rapa
11,Arg_PISARapaNui,sv,12,326,"Nui år 1722 fanns moaistatyerna kvar, men träden var borta."
11,Arg_PISARapaNui,sv,13,327,Befolkningen hade minskat till några tusen invånare som kämpade för sin överlevnad.
11,Arg_PISARapaNui,sv,13,328,Jared Diamond skriver att befolkningen på Rapa Nui röjde marken för jordbruk och andra ändamål samt att de bedrev en alltför intensiv jakt på de många sjö- och landfågelarter som häckade på ön.
11,Arg_PISARapaNui,sv,13,329,Han frågar sig om de minskande naturresurserna ledde till inbördeskrig och Rapa Nui-samhällets undergång.
11,Arg_PISARapaNui,sv,14,330,Lärdomen man kan dra av denna lika vackra som skrämmande bok är att människor förr i tiden valde att förstöra miljön genom att hugga ned alla träd och jaga djurarter tills de var utrotade.
11,Arg_PISARapaNui,sv,14,331,Författaren är optimistisk och påpekar att vi kan välja att inte göra om samma misstag i dag.
11,Arg_PISARapaNui,sv,14,332,Denna välskrivna bok är värd att läsas av alla som oroar sig för miljön.
12,PopSci_Caveman,sv,1,333,Mörkhyad grottmänniska med blå ögon upptäckt
12,PopSci_Caveman,sv,1,334,Utvunnet DNA från en visdomstand tillhörande en europeisk jägare-samlare har gett forskare en unik inblick i hur den moderna människan såg ut innan jordbruket uppkom.
12,PopSci_Caveman,sv,1,335,"Den mesolitiska mannen, som levde i Spanien för cirka 7 000 år sedan, hade en ovanlig kombination av blå ögon, svart eller brunt hår och mörk hud enligt analyser av hans genuppsättning."
12,PopSci_Caveman,sv,2,336,Han var förmodligen laktosintolerant och hade svårare att bryta ned stärkelserika livsmedel än de bönder som bytte kostvanor och livsstil efter att ha börjat använda verktyg under den första jordbruksrevolutionen.
12,PopSci_Caveman,sv,3,337,Jordbrukets uppkomst medförde en närmare kontakt mellan människor och djur och människan utvecklade sannolikt ett starkare immunförsvar för att stå emot de infektioner som fördes vidare från djuren.
12,PopSci_Caveman,sv,3,338,"Men forskare kan ha överskattat jordbrukets påverkan på utvecklingen/formandet av människans immunsystem, efter att tester på jägare-samlarens DNA visat att han redan bar på mutationer som stärker immunförsvarets motståndskraft mot en rad otäcka insekter."
12,PopSci_Caveman,sv,3,339,En del mutationer lever vidare i moderna européer i dag.
12,PopSci_Caveman,sv,4,340,"""Innan vi påbörjade det här arbetet hade jag några idéer om vad vi skulle hitta"", säger Carles Lalueza-Fox, som ledde studien vid Institutet för evolutionsbiologi i Barcelona."
12,PopSci_Caveman,sv,4,341,"""Merparten av dessa idéer visade sig vara helt felaktiga."
12,PopSci_Caveman,sv,4,342,""""
12,PopSci_Caveman,sv,5,343,Det spanska teamet inledde sitt arbete efter att en grupp grottkrypare snubblat över två skelett i ett djupt och komplext grottsystem högt uppe i bergen i Kantabrien i nordvästra Spanien år 2006.
12,PopSci_Caveman,sv,5,344,"De mänskliga kvarlevorna, tillhörande två män i 30-årsåldern, hade bevarats extremt väl av den svala miljön i grottan."
12,PopSci_Caveman,sv,6,345,"Datering med kol-14-metoden fastställde att kvarlevorna var cirka 7 000 år gamla, innan jordbruket hade spritt sig till Europa från Mellanöstern."
12,PopSci_Caveman,sv,6,346,"Tidpunkten stämmer överens med de antika artefakter som hittades på platsen, bland annat perforerade rentänder upphängda på människornas kläder."
12,PopSci_Caveman,sv,7,347,Utöver påverkan på vetenskapen kan konstnärer behöva se över sina målningar av folket.
12,PopSci_Caveman,sv,7,348,"""Man ser ofta avbilder av människor som jagar och samlar som ser ut som moderna européer med ljus hud."
12,PopSci_Caveman,sv,7,349,"Man ser aldrig någon avbild av en mesolitisk jägare-samlare med mörk hud och blå ögonfärg"", säger Lalueza-Fox."
12,PopSci_Caveman,sv,8,350,Det spanska teamet fortsatte att jämföra jägar- och samlargenomet med det från moderna européer från olika regioner för att se hur de kunde vara besläktade.
12,PopSci_Caveman,sv,8,351,"De fann att det forntida DNA:t närmast matchade den genetiska sammansättningen hos människor som bor i norra Europa, i synnerhet i Sverige och Finland."
13,Enc_WikiMoon,sv,1,352,Månen
13,Enc_WikiMoon,sv,1,353,https://en.wikipedia.org/wiki/Moon
13,Enc_WikiMoon,sv,1,354,"Från Wikipedia, den fria encyklopedin"
13,Enc_WikiMoon,sv,1,355,Denna artikel handlar om jordens naturliga satellit.
13,Enc_WikiMoon,sv,1,356,"För månar i allmänhet, se naturlig satellit."
13,Enc_WikiMoon,sv,1,357,"För andra betydelser, se Måne (disambiguation)."
13,Enc_WikiMoon,sv,1,358,Månen är jordens enda naturliga satellit.
13,Enc_WikiMoon,sv,1,359,"Den roterar kring jorden på ett genomsnittligt avstånd av 384 400 km (238 900 engelska mil; 1,28 ls), eller ungefär 30 gånger jordens diameter."
13,Enc_WikiMoon,sv,2,360,"Månens framsida är alltid vänd mot jorden eftersom den har en rotationsperiod som motsvarar dess omloppstid, vilket beror på en bunden rotation till jorden."
13,Enc_WikiMoon,sv,2,361,"I förhållande till solen är denna period 29,5 dagar lång och är synlig i cykeln av månfaser."
13,Enc_WikiMoon,sv,2,362,"För jorden har månen varit den viktigaste himlakroppen efter solen, framförallt på grund av dess gravitationella påverkan som den främsta orsaken till tidvattnet på jorden."
7,Lit_NorthWind,sv,1,363,Nordanvinden och solen
7,Lit_NorthWind,sv,1,364,"Mellan Nordanvinden och Solen uppstod en tvist om vilken av dem båda, som var den starkaste."
7,Lit_NorthWind,sv,1,365,"Då de såg en resande på sin väg, beslöt de pröva, vem som fortast kunde ta manteln ifrån honom."
7,Lit_NorthWind,sv,1,366,"Nordanvinden började och sände en rasande stormil, som genom sitt anfall nästan slet upp knäppet, som höll ihop manteln, men den resande fattade säkert tag i den och svepte den så tätt omkring kroppen, att Nordanvinden förgäves förslösade sin återstående kraft."
7,Lit_NorthWind,sv,1,367,"Solen, som skingrade de moln som samlats, slungade då sina hetaste strålar på den resandes huvud."
7,Lit_NorthWind,sv,1,368,"Alltmer utmattad av hettan, kastade mannen bort sin mantel och sprang till närmaste skuggrika plats för att söka skydd."
